1.049696927135037328e+01,6.039193957671317392e+00,1.581065298926893625e+00,3.219602224206979280e+00,1.399359437619895807e+01,7.480406847413136884e-01,5.990241246586177937e+01,2.043582988081027008e+00
1.049696927135037328e+01,6.039193957671317392e+00,1.581065298926893625e+00,3.219602224206979280e+00,1.399359437619895807e+01,7.480406847413136884e-01,5.990241246586177937e+01,2.043582988081027008e+00
1.608551867629053556e+00,7.595862724502453478e-01,6.833456859031181718e-01,5.345098593383202923e-01,1.895573729005237018e+00,8.695515457553373295e-01,1.977629011590776031e-01,1.036030709226719804e+00
4.434434976021018215e+00,9.511339406076395164e+00,1.033938294810582192e+00,7.851202914687035461e-01,1.872393024503211878e+00,1.398577097854672990e-01,3.507951662271100890e+00,5.137773380195019834e-01
4.434434976021018215e+00,9.511339406076395164e+00,1.033938294810582192e+00,7.851202914687035461e-01,1.872393024503211878e+00,1.398577097854672990e-01,3.507951662271100890e+00,5.137773380195019834e-01
3.213737676418840117e+00,2.308427882367853012e+00,5.388991006413690332e-01,2.039107344704588876e+00,6.325523262313113015e-01,5.507779262509736595e-01,3.856180182162298742e+00,7.143910400731769972e-01
1.425495152000588073e+00,2.964185344901414165e+00,1.640826894882148723e+00,1.526411426835706520e+00,6.930410337853942782e-01,1.138592576174037418e+00,2.437244704216749991e+00,6.310841564490268230e-01
1.425495152000588073e+00,2.964185344901414165e+00,1.640826894882148723e+00,1.526411426835706520e+00,6.930410337853942782e-01,1.138592576174037418e+00,2.437244704216749991e+00,6.310841564490268230e-01
7.761541608852075669e+00,7.782938725210627462e-01,1.512124097869772088e+00,4.792021839945400652e-01,1.774939553549385485e+00,5.044572936644261540e-01,5.430119279175197988e+00,4.083035198176130365e-01
7.498304964321357291e-01,1.587763047111086623e+00,1.910986380672776930e+00,1.536220707812365527e+00,5.432958282798752148e-01,8.105754536362236307e-01,8.943124400279066633e-01,1.993081891106363024e+00
3.004844920493740523e-01,1.563230189616923727e-02,3.251965628124209307e+00,2.769160813571853730e+00,1.935488395538026651e+00,1.020490653829444483e-01,9.395215359218948015e-01,2.063368800231204059e+00
8.329376349498213372e+00,1.441964830687549659e+00,1.969324849841061154e+00,3.535536665500766396e-01,7.219751698277618313e-02,8.352535191044221374e-01,1.354242036670381788e+00,1.047251721809072667e+00
7.498304964321357291e-01,1.587763047111086623e+00,1.910986380672776930e+00,1.536220707812365527e+00,5.432958282798752148e-01,8.105754536362236307e-01,8.943124400279066633e-01,1.993081891106363024e+00
2.226255029909272876e-01,1.967124880501201822e+00,5.735713066247997149e-01,1.585489878732302405e+00,1.604779882011628134e+00,3.518467702688946597e-01,7.875467235152083800e-01,1.532229074958379345e+00
1.969714859918503036e+00,2.126673572153218394e+00,3.396085536513336889e-01,4.385034013626579186e-01,8.118833570755139561e-01,1.471489900118261751e+00,2.108959453178137711e+00,1.432410177810309104e+00
1.969714859918503036e+00,2.126673572153218394e+00,3.396085536513336889e-01,4.385034013626579186e-01,8.118833570755139561e-01,1.471489900118261751e+00,2.108959453178137711e+00,1.432410177810309104e+00
2.799655419454599947e+00,3.946484681251971049e-01,3.085250183123780521e-01,3.538639223253091104e-01,9.696682377331553582e-01,1.523269523899055455e+00,3.082737862105440652e+00,1.470587021386573712e+00
7.757119678080943004e+01,3.763622045451482023e+01,7.995573679458135574e-01,1.219748949531960003e+00,2.921719008957472141e+01,6.922502975310633744e-01,2.721061426554821878e+02,2.193331859395381833e-01
7.757119678080943004e+01,3.763622045451482023e+01,7.995573679458135574e-01,1.219748949531960003e+00,2.921719008957472141e+01,6.922502975310633744e-01,2.721061426554821878e+02,2.193331859395381833e-01
8.628550497647879958e-01,5.070900963989402044e+00,4.579996320725386871e-01,5.203518561028269707e-01,3.300752754191826344e-01,1.596616974751499662e-01,4.914107120669471307e+00,3.884246977511814913e-01
1.840263392412536891e+00,3.134785827209934927e-01,2.615182004771311686e+00,2.064415234216244066e+00,3.151581205622051129e+00,1.069643545625084347e+00,4.078904779866458497e-01,2.157791563790991241e+00
1.840263392412536891e+00,3.134785827209934927e-01,2.615182004771311686e+00,2.064415234216244066e+00,3.151581205622051129e+00,1.069643545625084347e+00,4.078904779866458497e-01,2.157791563790991241e+00
2.221008522695049781e+00,9.387871777558435271e-01,9.188474511238756692e-01,1.330393388685109590e+00,8.464702573394665697e-01,1.003463022312509834e+00,9.631979926106205570e-01,9.126459545301451870e-01
9.103616422291553079e+01,5.988717769940295810e+00,1.454251343554416653e+00,1.555114224376075160e-01,3.848727241887885953e+01,7.863144026673344333e-01,5.995765418873829411e+00,7.264194025782220621e+00
1.009243747409944447e+01,9.385052062413176133e-01,7.152121939166661280e-01,1.782878386452309893e+00,4.324305828626612835e-01,8.957108888185452145e-01,7.393511807388073453e-01,5.020475669276941666e+00
9.103616422291553079e+01,5.988717769940295810e+00,1.454251343554416653e+00,1.555114224376075160e-01,3.848727241887885953e+01,7.863144026673344333e-01,5.995765418873829411e+00,7.264194025782220621e+00
1.668371434124421127e+00,1.113988365166306505e+00,3.127953715945885005e+00,1.105595132279370674e+00,1.574964439953993711e+00,8.096122468104886005e-01,4.056438763208160658e+00,2.094675997364481290e-01
1.668371434124421127e+00,1.113988365166306505e+00,3.127953715945885005e+00,1.105595132279370674e+00,1.574964439953993711e+00,8.096122468104886005e-01,4.056438763208160658e+00,2.094675997364481290e-01
6.245331778887861507e-01,2.219375919934222896e+00,1.459471801857928019e+00,2.573792021417148135e+00,2.801535134494171686e+00,5.416764708427443953e-01,3.090698946124302571e-02,6.066401202057903896e-01
5.192899247699738652e+00,8.419146059481729338e+00,8.611058591493616632e+00,8.590329479574487337e+00,2.018711373583355595e+01,1.520603363675953501e+00,3.276585644791553342e+00,1.604327924355454904e+00
5.192899247699738652e+00,8.419146059481729338e+00,8.611058591493616632e+00,8.590329479574487337e+00,2.018711373583355595e+01,1.520603363675953501e+00,3.276585644791553342e+00,1.604327924355454904e+00
3.692265141302273790e+00,3.503985929148798029e+00,5.810953222495152559e+00,4.800527971382240189e+00,7.985360942996746481e+00,1.460375866659559430e+00,2.262717253375177429e-01,1.229767782294513667e+00
2.591306237012926061e+00,9.569998558442665004e-01,3.151250271921404722e-01,7.168662005541335258e-01,4.665838430456228814e+00,1.497959997232617191e+00,7.098860747372036373e-02,1.205726881314634458e+00
1.999487612163527661e+00,1.972277529550717112e+00,6.432868486731680990e-01,6.626667225959711471e-01,2.328249402798855949e-01,1.127552125659204929e+00,1.007185177455710123e+00,1.682164501635763143e+00
1.812547822742440573e+01,7.232548985220608628e+00,1.348509981947520808e+00,2.558979605218405506e+00,2.347628134867519023e+01,1.439057735900914625e-01,8.873346834378804715e+01,1.696564131311611323e+00
3.501225237082022268e+00,8.565440878524644974e-01,3.106754124473431466e-01,8.187743789747871370e-02,2.384505948639995765e+00,3.489618025071881957e-02,6.865783423162186594e+00,3.882565382959300759e+00
1.812547822742440573e+01,7.232548985220608628e+00,1.348509981947520808e+00,2.558979605218405506e+00,2.347628134867519023e+01,1.439057735900914625e-01,8.873346834378804715e+01,1.696564131311611323e+00
1.510293853783912343e+00,3.588380071081697320e+00,1.104868928023035712e+00,5.330942676683028125e-01,3.922722329209495373e-01,8.167460139034827815e-01,2.449308844248209382e+00,7.183116500144259842e-01
1.510293853783912343e+00,3.588380071081697320e+00,1.104868928023035712e+00,5.330942676683028125e-01,3.922722329209495373e-01,8.167460139034827815e-01,2.449308844248209382e+00,7.183116500144259842e-01
1.739526524292471121e+00,3.966909258440762365e+00,3.955592313181066633e-01,2.336690008294656895e+00,2.875833685873359524e+00,7.547075207283929776e-01,1.109277689381706011e+00,1.176500055615524287e+00
9.046466235544132317e+00,3.365158234355743350e+00,1.079822090544615865e+00,1.603982098589355143e+00,1.558211063508832872e+01,3.295901020757222022e-01,5.714343042038865228e+00,1.357070742632747162e+01
9.046466235544132317e+00,3.365158234355743350e+00,1.079822090544615865e+00,1.603982098589355143e+00,1.558211063508832872e+01,3.295901020757222022e-01,5.714343042038865228e+00,1.357070742632747162e+01
3.668785051268245923e+01,2.665219574117415613e-01,1.348806743616095538e-01,5.719629848255610716e-01,2.736095859559438992e+01,6.221943569611079194e-01,9.195442231400472011e+00,6.240523955304672077e-01
8.009538439189071823e+00,3.922555885546362475e+00,4.952716921349510915e-01,2.119306615394005167e-01,5.685532371540143792e+00,1.178961014431895604e+00,6.190373112566245339e+00,1.187652200786120327e+00
7.846463191289769767e-01,3.153643484244733619e-02,2.678055643561202404e-01,5.678220739772459336e-01,6.762800620235321913e-01,1.624949843978964692e+00,1.527141541717859097e+00,6.186122093414587741e-01
8.009538439189071823e+00,3.922555885546362475e+00,4.952716921349510915e-01,2.119306615394005167e-01,5.685532371540143792e+00,1.178961014431895604e+00,6.190373112566245339e+00,1.187652200786120327e+00
2.890952057201082948e+00,3.005747997326096987e-01,3.104681416297436769e-01,5.020601996793413319e-02,3.058432985182071295e-01,9.445850683802941017e-01,1.022295104752264816e+00,7.400950879137006000e-01
