9.595337756205486457e-01,2.034527191161243920e+00,1.137533880668953161e-04,4.874188569843170699e-03,-2.990624849871053037e-01,7.240629644007006739e-03,-1.116512142299526573e+02,-8.938858202955904630e+01,-8.857907126220254668e+01,-3.700885900837523934e+01,2.041320163951342970e+00
9.595337756205486457e-01,2.034527191161243920e+00,1.137533880668953161e-04,4.874188569843170699e-03,-2.990624849871053037e-01,7.240629644007006739e-03,-1.172291935278494748e+02,-1.170939757706010482e+02,-1.162555461011552467e+02,-1.204350345100361430e+01,5.275240383081027495e+00
9.595337756205486457e-01,2.034527191161243920e+00,1.137533880668953161e-04,4.874188569843170699e-03,-2.990624849871053037e-01,7.240629644007006739e-03,-1.126466245734296336e+02,-8.244239152881552002e+01,-8.079860654876881654e+01,-4.332486505613260164e+01,1.135300451769077901e+00
9.595337756205486457e-01,2.034527191161243920e+00,1.137533880668953161e-04,4.874188569843170699e-03,-2.990624849871053037e-01,7.240629644007006739e-03,-1.091662258134012689e+02,-9.877733810219865518e+01,-9.714284337580571105e+01,-3.068225050010632060e+01,2.925066693258986827e+00
9.595337756205486457e-01,2.034527191161243920e+00,1.137533880668953161e-04,4.874188569843170699e-03,-2.990624849871053037e-01,7.240629644007006739e-03,-1.126598592715908751e+02,-1.085245775017838241e+02,-1.076799589302416393e+02,-2.057141486902001049e+01,1.670536377840860354e+01
9.595337756205486457e-01,2.034527191161243920e+00,1.137533880668953161e-04,4.874188569843170699e-03,-2.990624849871053037e-01,7.240629644007006739e-03,-1.115173021265521953e+02,-9.292469565347657579e+01,-9.235068540981997387e+01,-3.383980581408489741e+01,2.869087758847958192e+00
9.595337756205486457e-01,2.034527191161243920e+00,1.137533880668953161e-04,4.874188569843170699e-03,-2.990624849871053037e-01,7.240629644007006739e-03,-1.138518361506869496e+02,-1.087506141047562522e+02,-1.083803216352888086e+02,-1.965477577693395617e+01,1.460951696276007183e+01
9.595337756205486457e-01,2.034527191161243920e+00,1.137533880668953161e-04,4.874188569843170699e-03,-2.990624849871053037e-01,7.240629644007006739e-03,-1.137844520907033115e+02,-9.057549867250399700e+01,-9.057031505081913281e+01,-3.405210084128825088e+01,2.542278219404332074e+00
9.595337756205486457e-01,2.034527191161243920e+00,1.137533880668953161e-04,4.874188569843170699e-03,-2.990624849871053037e-01,7.240629644007006739e-03,-1.125825228548242336e+02,-1.078302884892425766e+02,-1.070666488641253409e+02,-2.112242192595345358e+01,1.442399329205764325e+01
9.595337756205486457e-01,2.034527191161243920e+00,1.137533880668953161e-04,4.874188569843170699e-03,-2.990624849871053037e-01,7.240629644007006739e-03,-1.125979222401677617e+02,-1.057827658735818517e+02,-1.052967990485415015e+02,-2.261832486225559080e+01,1.717311254003996623e+01
9.595337756205486457e-01,2.034527191161243920e+00,1.137533880668953161e-04,4.874188569843170699e-03,-2.990624849871053037e-01,7.240629644007006739e-03,-1.101819939727215569e+02,-9.927976222004194540e+01,-9.818830833808503655e+01,-2.944234895538725283e+01,5.372717227868819556e+00
9.595337756205486457e-01,2.034527191161243920e+00,1.137533880668953161e-04,4.874188569843170699e-03,-2.990624849871053037e-01,7.240629644007006739e-03,-1.111600241385822301e+02,-9.967391078578857844e+01,-9.903015514928787866e+01,-2.836931051786447355e+01,6.087266056440462592e+00
9.595337756205486457e-01,2.034527191161243920e+00,1.137533880668953161e-04,4.874188569843170699e-03,-2.990624849871053037e-01,7.240629644007006739e-03,-1.105690717368303240e+02,-8.251410271429850241e+01,-7.898491708767161867e+01,-4.613172866999297383e+01,9.547945308026168920e-01
9.595337756205486457e-01,2.034527191161243920e+00,1.137533880668953161e-04,4.874188569843170699e-03,-2.990624849871053037e-01,7.240629644007006739e-03,-1.095531050653824821e+02,-1.056685023419493774e+02,-1.036327557903773737e+02,-2.482161868291791507e+01,1.334254377413381398e+01
