9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-9.756728702590056912e+01,-8.887411481658379842e+01,-8.270741719663163849e+01,-3.748665046925633959e+01,1.603433868834211573e+00
9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-1.122310081270866675e+02,-6.857307309668175321e+01,-6.782177117502396868e+01,-4.333517910485844737e+01,7.553686406506886497e-01
9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-1.022199670251506234e+02,-9.655529698508638603e+01,-9.432582475785983434e+01,-2.599599962032794309e+01,6.491538241052936975e+00
9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-1.083365111986188083e+02,-7.232357468454564753e+01,-7.010217381215623789e+01,-4.416721296304955047e+01,8.038682835846581165e-01
9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-1.050548380835838742e+02,-1.002141283786459525e+02,-9.914967357014450045e+01,-2.116380812360153740e+01,1.023471923546152595e+01
9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-1.052032727799409884e+02,-9.347644085984327944e+01,-9.300287284442246971e+01,-2.621652024243774903e+01,5.719470451757502794e+00
9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-1.100985679924950631e+02,-7.299854435522173901e+01,-7.247317485561059414e+01,-4.071917530486201997e+01,9.862394966971713695e-01
9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-9.690418116555950689e+01,-9.453580475440948305e+01,-8.829922825050722679e+01,-3.230728585339846859e+01,2.374110130936282204e+00
9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-1.046631398289785295e+02,-8.608500599316994339e+01,-8.514356833777272016e+01,-3.300235453927807328e+01,2.386536474218971637e+00
9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-1.034678154550925910e+02,-7.823913612152436770e+01,-7.420875017860993239e+01,-4.320902229558817709e+01,9.590123171059560248e-01
9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-1.055418773770572471e+02,-1.003842380101908134e+02,-9.953663501442099459e+01,-2.071585374231331045e+01,1.062265983268975589e+01
9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-1.186526532916913794e+02,-1.186209624616247282e+02,-1.185847711447072612e+02,-2.062014398698317041e+00,1.916511747689127354e+00
9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-1.031623182662987546e+02,-9.792410398928510062e+01,-9.612592316630151856e+01,-2.420941560010292548e+01,9.005584447951003213e+00
9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-1.021098493977905406e+02,-9.624729761405019701e+01,-9.397603445288119417e+01,-2.632945874597180236e+01,4.362094475471941735e+00
9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-1.047576864770548610e+02,-9.553666818688283513e+01,-9.479531311617930101e+01,-2.490570572667393989e+01,4.343134793128614390e+00
9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-1.031939879097582633e+02,-8.539008673364425306e+01,-8.346017043543066904e+01,-3.509911542927088846e+01,1.978869604079874334e+00
9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-1.023273514985637291e+02,-8.183972033834690762e+01,-7.830132313233841046e+01,-4.001925500270177594e+01,1.266053167791153733e+00
9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-1.036613911648062896e+02,-8.386855155091835456e+01,-8.199601280203495435e+01,-3.617316426167876386e+01,1.762311692344960212e+00
9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-1.044403300069187424e+02,-9.641446658904372669e+01,-9.546543165696701294e+01,-2.444870497890176964e+01,8.221176508909664449e+00
9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-1.021869510037315791e+02,-9.546636255659636561e+01,-9.330812980812032720e+01,-2.690391775910328320e+01,3.895280466468526992e+00
9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-1.082327347451027180e+02,-1.011575360512034791e+02,-1.011484155911996226e+02,-1.851955621693199561e+01,1.440258754900499127e+01
9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-1.030626127627387945e+02,-9.037859207476243739e+01,-8.883431033984744829e+01,-3.051767717802302826e+01,3.328823531123713764e+00
9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-1.105369390331088795e+02,-7.418983889992912850e+01,-7.409221169761231351e+01,-3.888295179467057494e+01,1.120368339429607563e+00
9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-1.061619090890837782e+02,-1.016133130641597688e+02,-1.008732982428758334e+02,-1.943216503982028343e+01,2.509809724133237552e+01
9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-9.981588847960010469e+01,-9.236221716213610478e+01,-8.860726458227961189e+01,-3.162084787997692459e+01,2.234401572398924785e+00
9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-1.035788406364284384e+02,-1.029121951093642764e+02,-1.003983459918203209e+02,-2.024239845393373827e+01,2.549472841196153894e+01
9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-9.383864530477556798e+01,-9.210712305703169989e+01,-8.253019973717559310e+01,-3.809960563543459955e+01,1.427478091333743704e+00
9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-9.542967073252404475e+01,-8.980358787428298228e+01,-8.152589183257852312e+01,-3.894027950425157059e+01,1.375724196796316301e+00
9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-1.036150276769600822e+02,-8.608479451849512998e+01,-8.453343567116583301e+01,-3.399266227199321122e+01,2.201793603217628625e+00
9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-1.029580177776637839e+02,-9.451434925735641457e+01,-9.288585063897453153e+01,-2.707680550316818469e+01,3.524784748578341453e+00
9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-1.144583238092135105e+02,-6.498568415492078998e+01,-6.414520453324857385e+01,-4.487572838604577896e+01,6.274920680844767729e-01
9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-1.063125315129721002e+02,-8.995090553256871146e+01,-8.984211399555182709e+01,-2.827522165414077548e+01,2.173412568300926662e+00
9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-1.063806929443720861e+02,-7.566321093670683240e+01,-7.333969727873552813e+01,-4.244085837948393447e+01,9.622930627191372821e-01
9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-1.049853370221050284e+02,-7.574319866479250152e+01,-7.193182761912903800e+01,-4.451861124263019320e+01,8.454570680993930276e-01
9.594495879922522175e-01,7.936427244917994544e-04,7.440517470331667500e-03,-2.788579877660208872e-01,6.297091125906867717e-03,-1.040573630115991222e+02,-9.571211120188169730e+01,-9.462023791530272376e+01,-2.527706474380070389e+01,7.136530235930066191e+00
